t1A2c1, t1A2c1, t1A2c2, t1A2c2, t1A2c3, t1A2c3, t1A2c4, t1A2c4, t1A2c6, t1A2c6, t1B2c1, t1B2c1, t1B2c2, t1B2c2, t1B2c3, t1B2c3, t1B2c4, t1B2c4, t1B2c6, t1B2c6, t1C2c1, t1C2c1, t1C2c2, t1C2c2, t1C2c3, t1C2c3, t1C2c4, t1C2c4, t1C2c6, t1C2c6, t1D2c1, t1D2c1, t1D2c2, t1D2c2, t1D2c3, t1D2c3, t1D2c4, t1D2c4, t1D2c6, t1D2c6, t1E2c1, t1E2c1, t1E2c2, t1E2c2, t1E2c3, t1E2c3, t1E2c5, t1E2c5, t1E2c6, t1E2c6, t1F2c1, t1F2c1, t1F2c2, t1F2c2, t1F2c3, t1F2c3, t1F2c5, t1F2c5, t1F2c6, t1F2c6, t1G2c1, t1G2c1, t1G2c2, t1G2c2, t1G2c3, t1G2c3, t1G2c5, t1G2c5, t1G2c6, t1G2c6, t1H2c1, t1H2c1, t1H2c2, t1H2c2, t1H2c3, t1H2c3, t1H2c5, t1H2c5, t1H2c6, t1H2c6, 
Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, 
p1A6, TnIC, p1A6, TnIC, p1A7, TnIC, p1A8, TnIC, p1A6, TnIC, p1B6, TnIC, p1B6, TnIC, p1B7, TnIC, p1B8, TnIC, p1B6, TnIC, p1C6, TnIC, p1C6, TnIC, p1C7, TnIC, p1C8, TnIC, p1C6, TnIC, p1D6, TnIC, p1D6, TnIC, p1D7, TnIC, p1D8, TnIC, p1D6, TnIC, p1E6, TnIC, p1E6, TnIC, p1E7, TnIC, p1E9, TnIC, p1E6, TnIC, p1F6, TnIC, p1F6, TnIC, p1F7, TnIC, p1F9, TnIC, p1F6, TnIC, p1G6, TnIC, p1G6, TnIC, p1G7, TnIC, p1G9, TnIC, p1G6, TnIC, p1H6, TnIC, p1H6, TnIC, p1H7, TnIC, p1H9, TnIC, p1H6, TnIC, 
X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, 
1899.80, 0.31387596, 3567.60, 0.28355618, 5248.59, 0.22781585, 6910.62, 0.25747814, 10246.06, 0.26027148, 1899.80, 0.12461831, 3567.60, 0.09885784, 5248.59, 0.09535633, 6910.62, 0.11065023, 10246.06, 0.09025363, 1899.80, 0.19170459, 3567.60, 0.17161256, 5248.59, 0.13020643, 6910.62, 0.15666308, 10246.06, 0.15467056, 1899.80, 0.3629036, 3567.60, 0.33467158, 5248.59, 0.18996319, 6910.62, 0.30166006, 10246.06, 0.30471826, 1899.80, 0.2575211, 3567.60, 0.23675423, 5248.59, 0.32101232, 8578.51, 0.36062381, 10246.06, 0.22304783, 1899.80, 0.12027964, 3567.60, 0.10032162, 5248.59, 0.11969765, 8578.51, 0.14325579, 10246.06, 0.08935235, 1899.80, 0.16580998, 3567.60, 0.15241928, 5248.59, 0.19505249, 8578.51, 0.23017227, 10246.06, 0.13467226, 1899.80, 0.20520731, 3567.60, 0.19344357, 5248.59, 0.36274349, 8578.51, 0.39346328, 10246.06, 0.20299658, 
1900.00, 0.31402967, 3567.80, 0.28345674, 5248.79, 0.2276861, 6910.82, 0.25714618, 10246.26, 0.26015315, 1900.00, 0.12440763, 3567.80, 0.09851806, 5248.79, 0.09532566, 6910.82, 0.11012273, 10246.26, 0.09030055, 1900.00, 0.19173963, 3567.80, 0.17160184, 5248.79, 0.1300657, 6910.82, 0.15670645, 10246.26, 0.15448596, 1900.00, 0.36290989, 3567.80, 0.33439932, 5248.79, 0.18987995, 6910.82, 0.30168244, 10246.26, 0.30425075, 1900.00, 0.25776916, 3567.80, 0.23664102, 5248.79, 0.32049234, 8578.71, 0.36084529, 10246.26, 0.22326365, 1900.00, 0.12040328, 3567.80, 0.10087783, 5248.79, 0.12002803, 8578.71, 0.14357948, 10246.26, 0.08920115, 1900.00, 0.16646017, 3567.80, 0.15273554, 5248.79, 0.19543223, 8578.71, 0.23059776, 10246.26, 0.13543022, 1900.00, 0.20585376, 3567.80, 0.19386545, 5248.79, 0.36318287, 8578.71, 0.39383886, 10246.26, 0.20356438, 
1900.20, 0.31356615, 3568.00, 0.28295385, 5248.99, 0.22711355, 6911.02, 0.25696462, 10246.46, 0.25967173, 1900.20, 0.12383589, 3568.00, 0.09878626, 5248.99, 0.09498667, 6911.02, 0.11010328, 10246.46, 0.08978839, 1900.20, 0.19227364, 3568.00, 0.17197143, 5248.99, 0.13016858, 6911.02, 0.15675354, 10246.46, 0.15503291, 1900.20, 0.36332906, 3568.00, 0.33413875, 5248.99, 0.1901028, 6911.02, 0.30236729, 10246.46, 0.30494473, 1900.20, 0.25829285, 3568.00, 0.23680336, 5248.99, 0.32034887, 8578.91, 0.36081427, 10246.46, 0.22345493, 1900.20, 0.1201169, 3568.00, 0.10044773, 5248.99, 0.11975814, 8578.91, 0.14343925, 10246.46, 0.0889347, 1900.20, 0.16670696, 3568.00, 0.15314495, 5248.99, 0.19557879, 8578.91, 0.23064042, 10246.46, 0.13574397, 1900.20, 0.20632461, 3568.00, 0.19412411, 5248.99, 0.36340851, 8578.91, 0.39347192, 10246.46, 0.20401782, 
1900.40, 0.31329211, 3568.20, 0.28313172, 5249.19, 0.22698227, 6911.22, 0.25696762, 10246.66, 0.25972867, 1900.40, 0.12355101, 3568.20, 0.09868593, 5249.19, 0.09509335, 6911.22, 0.11027093, 10246.66, 0.08944644, 1900.40, 0.19233528, 3568.20, 0.17181852, 5249.19, 0.12986041, 6911.22, 0.15683842, 10246.66, 0.15486318, 1900.40, 0.36323456, 3568.20, 0.33398367, 5249.19, 0.18994954, 6911.22, 0.30263441, 10246.66, 0.3046247, 1900.40, 0.25856409, 3568.20, 0.2369174, 5249.19, 0.3203639, 8579.11, 0.36093036, 10246.66, 0.22326969, 1900.40, 0.12073519, 3568.20, 0.10079884, 5249.19, 0.11981199, 8579.11, 0.14368232, 10246.66, 0.08962533, 1900.40, 0.16688005, 3568.20, 0.15279752, 5249.19, 0.19592308, 8579.11, 0.23074138, 10246.66, 0.13610976, 1900.40, 0.20752325, 3568.20, 0.19488477, 5249.19, 0.36467956, 8579.11, 0.39400695, 10246.66, 0.20461384, 
1900.60, 0.31306216, 3568.40, 0.2838931, 5249.39, 0.22729434, 6911.42, 0.25738464, 10246.86, 0.25977709, 1900.60, 0.12388264, 3568.40, 0.0993155, 5249.39, 0.09578825, 6911.42, 0.11058944, 10246.86, 0.08998882, 1900.60, 0.19260714, 3568.40, 0.1723457, 5249.39, 0.13022467, 6911.42, 0.15708672, 10246.86, 0.15498057, 1900.60, 0.36253448, 3568.40, 0.33414351, 5249.39, 0.18925397, 6911.42, 0.30200119, 10246.86, 0.30406249, 1900.60, 0.25902168, 3568.40, 0.23750869, 5249.39, 0.32071291, 8579.31, 0.36068054, 10246.86, 0.22330914, 1900.60, 0.12073577, 3568.40, 0.10060477, 5249.39, 0.1200285, 8579.31, 0.14381217, 10246.86, 0.08983948, 1900.60, 0.16715294, 3568.40, 0.15322042, 5249.39, 0.19617223, 8579.31, 0.23039394, 10246.86, 0.13650031, 1900.60, 0.20787152, 3568.40, 0.19508432, 5249.39, 0.36559199, 8579.31, 0.39422087, 10246.86, 0.20494559, 
1900.80, 0.31244293, 3568.60, 0.28400099, 5249.59, 0.22722303, 6911.62, 0.25717088, 10247.06, 0.25965711, 1900.80, 0.12388451, 3568.60, 0.09930173, 5249.59, 0.0956933, 6911.62, 0.11093346, 10247.06, 0.08990331, 1900.80, 0.19267001, 3568.60, 0.17278905, 5249.59, 0.1303168, 6911.62, 0.15690549, 10247.06, 0.15521701, 1900.80, 0.36234061, 3568.60, 0.33429022, 5249.59, 0.1888861, 6911.62, 0.30246393, 10247.06, 0.30424381, 1900.80, 0.25853332, 3568.60, 0.23750214, 5249.59, 0.32069009, 8579.51, 0.36043613, 10247.06, 0.22333907, 1900.80, 0.12136686, 3568.60, 0.10040949, 5249.59, 0.12030619, 8579.51, 0.14398212, 10247.06, 0.09007717, 1900.80, 0.16716498, 3568.60, 0.15329975, 5249.59, 0.19641823, 8579.51, 0.22986391, 10247.06, 0.13646721, 1900.80, 0.20803242, 3568.60, 0.19515886, 5249.59, 0.36582418, 8579.51, 0.39457352, 10247.06, 0.20550966, 
1901.00, 0.31234687, 3568.80, 0.28428287, 5249.79, 0.22693271, 6911.82, 0.25748109, 10247.26, 0.25935436, 1901.00, 0.12379711, 3568.80, 0.09973552, 5249.79, 0.09556543, 6911.82, 0.1115955, 10247.26, 0.08989756, 1901.00, 0.19265761, 3568.80, 0.17305286, 5249.79, 0.13044144, 6911.82, 0.15664435, 10247.26, 0.15537283, 1901.00, 0.36276222, 3568.80, 0.33472388, 5249.79, 0.18875437, 6911.82, 0.30245406, 10247.26, 0.30431478, 1901.00, 0.25827004, 3568.80, 0.23771326, 5249.79, 0.3207964, 8579.71, 0.36044256, 10247.26, 0.22358892, 1901.00, 0.12138939, 3568.80, 0.10027771, 5249.79, 0.12051946, 8579.71, 0.14418447, 10247.26, 0.09019701, 1901.00, 0.16687377, 3568.80, 0.15269272, 5249.79, 0.19648665, 8579.71, 0.22974816, 10247.26, 0.13623798, 1901.00, 0.20870751, 3568.80, 0.19564285, 5249.79, 0.36683302, 8579.71, 0.39512253, 10247.26, 0.20571663, 
1901.20, 0.31211649, 3569.00, 0.28439949, 5249.99, 0.22703407, 6912.02, 0.2575556, 10247.46, 0.25898998, 1901.20, 0.12321362, 3569.00, 0.09938452, 5249.99, 0.0956316, 6912.02, 0.11181143, 10247.46, 0.08980323, 1901.20, 0.19255239, 3569.00, 0.17297755, 5249.99, 0.13039459, 6912.02, 0.15618175, 10247.46, 0.15540169, 1901.20, 0.36287695, 3569.00, 0.33476738, 5249.99, 0.18849739, 6912.02, 0.30248948, 10247.46, 0.30435187, 1901.20, 0.25823395, 3569.00, 0.23793015, 5249.99, 0.32075883, 8579.91, 0.36021099, 10247.46, 0.22368768, 1901.20, 0.12153408, 3569.00, 0.1002893, 5249.99, 0.12034964, 8579.91, 0.14406332, 10247.46, 0.09020198, 1901.20, 0.16605775, 3569.00, 0.15230382, 5249.99, 0.19678276, 8579.91, 0.22916417, 10247.46, 0.13584442, 1901.20, 0.20965721, 3569.00, 0.1959038, 5249.99, 0.36758009, 8579.91, 0.39524581, 10247.46, 0.20644331, 
1901.40, 0.31198944, 3569.20, 0.28460158, 5250.19, 0.22738426, 6912.22, 0.2576085, 10247.66, 0.2585415, 1901.40, 0.12377346, 3569.20, 0.09977628, 5250.19, 0.09557882, 6912.22, 0.11221529, 10247.66, 0.09010145, 1901.40, 0.19203443, 3569.20, 0.17260601, 5250.19, 0.13007584, 6912.22, 0.15623551, 10247.66, 0.1553506, 1901.40, 0.36251444, 3569.20, 0.33477557, 5250.19, 0.18784541, 6912.22, 0.30260913, 10247.66, 0.30400326, 1901.40, 0.25799445, 3569.20, 0.23792884, 5250.19, 0.32065598, 8580.11, 0.35963654, 10247.66, 0.22333447, 1901.40, 0.12151195, 3569.20, 0.10023518, 5250.19, 0.12014236, 8580.11, 0.14405485, 10247.66, 0.09021303, 1901.40, 0.16566834, 3569.20, 0.15193151, 5250.19, 0.19656921, 8580.11, 0.22921221, 10247.66, 0.13566998, 1901.40, 0.20986831, 3569.20, 0.19629546, 5250.19, 0.3671355, 8580.11, 0.39469887, 10247.66, 0.20648363, 
1901.60, 0.31207167, 3569.40, 0.28504915, 5250.39, 0.22780013, 6912.42, 0.2578737, 10247.86, 0.25867463, 1901.60, 0.12371454, 3569.40, 0.10029496, 5250.39, 0.09575883, 6912.42, 0.11224129, 10247.86, 0.09043777, 1901.60, 0.19197856, 3569.40, 0.17267448, 5250.39, 0.13039679, 6912.42, 0.15608265, 10247.86, 0.15556818, 1901.60, 0.36223198, 3569.40, 0.3352957, 5250.39, 0.18753262, 6912.42, 0.30298534, 10247.86, 0.30437759, 1901.60, 0.25782169, 3569.40, 0.23785402, 5250.39, 0.3208632, 8580.31, 0.35900454, 10247.86, 0.22339505, 1901.60, 0.12150342, 3569.40, 0.10039208, 5250.39, 0.11993831, 8580.31, 0.1438545, 10247.86, 0.09021087, 1901.60, 0.1657526, 3569.40, 0.15148445, 5250.39, 0.19633378, 8580.31, 0.22910095, 10247.86, 0.13564068, 1901.60, 0.21047986, 3569.40, 0.19670337, 5250.39, 0.3674313, 8580.31, 0.39502339, 10247.86, 0.20699224, 
1901.80, 0.31248197, 3569.60, 0.28504275, 5250.59, 0.22769969, 6912.62, 0.25797626, 10248.06, 0.2585904, 1901.80, 0.12372918, 3569.60, 0.10058304, 5250.59, 0.0957379, 6912.62, 0.11211871, 10248.06, 0.09052311, 1901.80, 0.19276682, 3569.60, 0.17331984, 5250.59, 0.13104318, 6912.62, 0.15644766, 10248.06, 0.15600077, 1901.80, 0.36253251, 3569.60, 0.33614622, 5250.59, 0.18796524, 6912.62, 0.30349955, 10248.06, 0.30501733, 1901.80, 0.25814975, 3569.60, 0.23771443, 5250.59, 0.32041767, 8580.51, 0.35900401, 10248.06, 0.2233274, 1901.80, 0.12066812, 3569.60, 0.10017856, 5250.59, 0.11943169, 8580.51, 0.14359962, 10248.06, 0.08988439, 1901.80, 0.16584776, 3569.60, 0.151432, 5250.59, 0.19611097, 8580.51, 0.22940192, 10248.06, 0.13609859, 1901.80, 0.21076564, 3569.60, 0.19664095, 5250.59, 0.36748326, 8580.51, 0.39528849, 10248.06, 0.2071157, 
1902.00, 0.31250415, 3569.80, 0.2852825, 5250.79, 0.22778505, 6912.82, 0.25788661, 10248.26, 0.25857397, 1902.00, 0.12386092, 3569.80, 0.10077468, 5250.79, 0.09516386, 6912.82, 0.11171667, 10248.26, 0.09070524, 1902.00, 0.19251809, 3569.80, 0.17250713, 5250.79, 0.13099851, 6912.82, 0.15647982, 10248.26, 0.15576429, 1902.00, 0.3623246, 3569.80, 0.33655613, 5250.79, 0.18769546, 6912.82, 0.30348305, 10248.26, 0.30497874, 1902.00, 0.25809615, 3569.80, 0.23818742, 5250.79, 0.32004101, 8580.71, 0.35857301, 10248.26, 0.22328305, 1902.00, 0.11984611, 3569.80, 0.09988668, 5250.79, 0.11889224, 8580.71, 0.14295674, 10248.26, 0.08941469, 1902.00, 0.16531564, 3569.80, 0.15143023, 5250.79, 0.19537341, 8580.71, 0.229035, 10248.26, 0.13589925, 1902.00, 0.21052884, 3569.80, 0.1962034, 5250.79, 0.36737919, 8580.71, 0.39521594, 10248.26, 0.20738809, 
1902.20, 0.31285067, 3570.00, 0.28531415, 5250.99, 0.22771791, 6913.02, 0.25805631, 10248.46, 0.25875464, 1902.20, 0.12415272, 3570.00, 0.1013888, 5250.99, 0.09524673, 6913.02, 0.11171451, 10248.46, 0.0905375, 1902.20, 0.1923741, 3570.00, 0.17214687, 5250.99, 0.13115359, 6913.02, 0.15657692, 10248.46, 0.15582464, 1902.20, 0.36211438, 3570.00, 0.33675049, 5250.99, 0.18783731, 6913.02, 0.30323665, 10248.46, 0.30536017, 1902.20, 0.25773504, 3570.00, 0.23814667, 5250.99, 0.32023012, 8580.91, 0.35810578, 10248.46, 0.22309488, 1902.20, 0.11992772, 3570.00, 0.09995435, 5250.99, 0.11921724, 8580.91, 0.14296965, 10248.46, 0.08973834, 1902.20, 0.16573273, 3570.00, 0.15157441, 5250.99, 0.19586076, 8580.91, 0.22930395, 10248.46, 0.13549528, 1902.20, 0.20974749, 3570.00, 0.19595532, 5250.99, 0.36666539, 8580.91, 0.39465788, 10248.46, 0.20676088, 
1902.40, 0.31332194, 3570.20, 0.28600606, 5251.19, 0.2278721, 6913.22, 0.25840557, 10248.66, 0.25904096, 1902.40, 0.12394553, 3570.20, 0.10096155, 5251.19, 0.0948318, 6913.22, 0.11127438, 10248.66, 0.09020552, 1902.40, 0.19184504, 3570.20, 0.17154803, 5251.19, 0.13100483, 6913.22, 0.15611821, 10248.66, 0.15522326, 1902.40, 0.36149085, 3570.20, 0.33687688, 5251.19, 0.18711043, 6913.22, 0.30261393, 10248.66, 0.30516661, 1902.40, 0.25780731, 3570.20, 0.23868915, 5251.19, 0.32044659, 8581.11, 0.35837174, 10248.66, 0.22369143, 1902.40, 0.12005943, 3570.20, 0.10002856, 5251.19, 0.11916892, 8581.11, 0.143266, 10248.66, 0.0896589, 1902.40, 0.16578895, 3570.20, 0.15092848, 5251.19, 0.19546033, 8581.11, 0.22895638, 10248.66, 0.13511973, 1902.40, 0.20867602, 3570.20, 0.19491315, 5251.19, 0.36605805, 8581.11, 0.39400591, 10248.66, 0.20585309, 
1902.60, 0.31368307, 3570.40, 0.28621824, 5251.39, 0.22799488, 6913.42, 0.25877995, 10248.86, 0.25959219, 1902.60, 0.12407172, 3570.40, 0.10108181, 5251.39, 0.09523106, 6913.42, 0.1114557, 10248.86, 0.09008641, 1902.60, 0.19191472, 3570.40, 0.1712537, 5251.39, 0.13100839, 6913.42, 0.15594129, 10248.86, 0.15525415, 1902.60, 0.36136951, 3570.40, 0.33668418, 5251.39, 0.1873927, 6913.42, 0.30221336, 10248.86, 0.305424, 1902.60, 0.25761717, 3570.40, 0.23875806, 5251.39, 0.32003218, 8581.31, 0.35839577, 10248.86, 0.22309041, 1902.60, 0.12040918, 3570.40, 0.10011326, 5251.39, 0.11910842, 8581.31, 0.14292784, 10248.86, 0.08919491, 1902.60, 0.16635056, 3570.40, 0.15126529, 5251.39, 0.19592637, 8581.31, 0.22990259, 10248.86, 0.13553947, 1902.60, 0.20753025, 3570.40, 0.1938994, 5251.39, 0.36562592, 8581.31, 0.39349974, 10248.86, 0.20594381, 
1902.80, 0.31419352, 3570.60, 0.28649477, 5251.59, 0.22795369, 6913.62, 0.25913804, 10249.06, 0.2602063, 1902.80, 0.1248436, 3570.60, 0.10161886, 5251.59, 0.0954418, 6913.62, 0.11184389, 10249.06, 0.09066713, 1902.80, 0.19188573, 3570.60, 0.17113672, 5251.59, 0.13076116, 6913.62, 0.15600904, 10249.06, 0.15539987, 1902.80, 0.36129604, 3570.60, 0.33694494, 5251.59, 0.18774, 6913.62, 0.3015897, 10249.06, 0.30546481, 1902.80, 0.25721863, 3570.60, 0.23854541, 5251.59, 0.31943577, 8581.51, 0.35799263, 10249.06, 0.22252159, 1902.80, 0.12013059, 3570.60, 0.10084563, 5251.59, 0.11876212, 8581.51, 0.14294907, 10249.06, 0.08980052, 1902.80, 0.16668081, 3570.60, 0.15131348, 5251.59, 0.19594673, 8581.51, 0.23043807, 10249.06, 0.13577743, 1902.80, 0.20722998, 3570.60, 0.19326036, 5251.59, 0.36536889, 8581.51, 0.39354058, 10249.06, 0.20581741, 
1903.00, 0.31435325, 3570.80, 0.28645798, 5251.79, 0.22734467, 6913.82, 0.25876964, 10249.26, 0.2602771, 1903.00, 0.12465381, 3570.80, 0.10132671, 5251.79, 0.0955199, 6913.82, 0.11183366, 10249.26, 0.09087322, 1903.00, 0.19131957, 3570.80, 0.17147773, 5251.79, 0.13081447, 6913.82, 0.15637085, 10249.26, 0.15498978, 1903.00, 0.3614839, 3570.80, 0.33690486, 5251.79, 0.18787129, 6913.82, 0.30137889, 10249.26, 0.30528583, 1903.00, 0.25726581, 3570.80, 0.23850131, 5251.79, 0.31955533, 8581.71, 0.35815301, 10249.26, 0.22241421, 1903.00, 0.1199957, 3570.80, 0.10061166, 5251.79, 0.11852115, 8581.71, 0.14300404, 10249.26, 0.08980026, 1903.00, 0.16645506, 3570.80, 0.15181393, 5251.79, 0.19621215, 8581.71, 0.23105881, 10249.26, 0.13580152, 1903.00, 0.20667523, 3570.80, 0.19221752, 5251.79, 0.36401179, 8581.71, 0.39264652, 10249.26, 0.20496675, 
1903.20, 0.31453808, 3571.00, 0.28682341, 5251.99, 0.22805642, 6914.02, 0.25861106, 10249.46, 0.26083048, 1903.20, 0.12467681, 3571.00, 0.10138209, 5251.99, 0.0955817, 6914.02, 0.11191039, 10249.46, 0.09106157, 1903.20, 0.19159189, 3571.00, 0.17193311, 5251.99, 0.13096336, 6914.02, 0.15683829, 10249.46, 0.1552453, 1903.20, 0.36149732, 3571.00, 0.33678914, 5251.99, 0.18843095, 6914.02, 0.3013763, 10249.46, 0.30556686, 1903.20, 0.25716222, 3571.00, 0.23841885, 5251.99, 0.31901106, 8581.91, 0.35736492, 10249.46, 0.22229813, 1903.20, 0.12032809, 3571.00, 0.10103795, 5251.99, 0.11852115, 8581.91, 0.14328215, 10249.46, 0.08961551, 1903.20, 0.16594248, 3571.00, 0.15163222, 5251.99, 0.1961082, 8581.91, 0.23119491, 10249.46, 0.1359291, 1903.20, 0.20685568, 3571.00, 0.19223768, 5251.99, 0.3640069, 8581.91, 0.3928475, 10249.46, 0.20545344, 
1903.40, 0.31481297, 3571.20, 0.28689776, 5252.19, 0.22866301, 6914.22, 0.25900082, 10249.66, 0.26169571, 1903.40, 0.12453842, 3571.20, 0.10156058, 5252.19, 0.09540556, 6914.22, 0.11187613, 10249.66, 0.091167, 1903.40, 0.19146198, 3571.20, 0.1717864, 5252.19, 0.1305838, 6914.22, 0.15672827, 10249.66, 0.15496709, 1903.40, 0.36188048, 3571.20, 0.33636164, 5252.19, 0.18843619, 6914.22, 0.30097275, 10249.66, 0.30538626, 1903.40, 0.25728134, 3571.20, 0.23861684, 5252.19, 0.31871703, 8582.11, 0.35754835, 10249.66, 0.22224115, 1903.40, 0.12028728, 3571.20, 0.10107532, 5252.19, 0.11865482, 8582.11, 0.14325426, 10249.66, 0.08970619, 1903.40, 0.16619978, 3571.20, 0.15157171, 5252.19, 0.19564419, 8582.11, 0.23138293, 10249.66, 0.13567068, 1903.40, 0.20672076, 3571.20, 0.19193561, 5252.19, 0.36400603, 8582.11, 0.39292971, 10249.66, 0.2055513, 
1903.60, 0.31477506, 3571.40, 0.28657559, 5252.39, 0.22833326, 6914.42, 0.25893356, 10249.86, 0.26153956, 1903.60, 0.1243029, 3571.40, 0.10086804, 5252.39, 0.09583637, 6914.42, 0.11173764, 10249.86, 0.09114092, 1903.60, 0.19124482, 3571.40, 0.17183622, 5252.39, 0.13045568, 6914.42, 0.15711967, 10249.86, 0.15503524, 1903.60, 0.36244673, 3571.40, 0.3363312, 5252.39, 0.18858102, 6914.42, 0.30072392, 10249.86, 0.30577383, 1903.60, 0.25739522, 3571.40, 0.2387395, 5252.39, 0.31873618, 8582.31, 0.35818268, 10249.86, 0.22218872, 1903.60, 0.12027026, 3571.40, 0.10131959, 5252.39, 0.11855503, 8582.31, 0.1432411, 10249.86, 0.0895219, 1903.60, 0.1661603, 3571.40, 0.15195715, 5252.39, 0.1959477, 8582.31, 0.23164076, 10249.86, 0.13579127, 1903.60, 0.20666579, 3571.40, 0.19151, 5252.39, 0.36349078, 8582.31, 0.39281669, 10249.86, 0.20547905, 
1903.80, 0.31496261, 3571.60, 0.28645648, 5252.59, 0.2288533, 6914.62, 0.25933732, 10250.06, 0.26175388, 1903.80, 0.12448467, 3571.60, 0.10058452, 5252.59, 0.09649791, 6914.62, 0.1118937, 10250.06, 0.09117072, 1903.80, 0.19143983, 3571.60, 0.17226516, 5252.59, 0.13069628, 6914.62, 0.15756306, 10250.06, 0.15529741, 1903.80, 0.36256708, 3571.60, 0.33639905, 5252.59, 0.18872942, 6914.62, 0.30070447, 10250.06, 0.30607382, 1903.80, 0.25759563, 3571.60, 0.23910776, 5252.59, 0.3188878, 8582.51, 0.35811128, 10250.06, 0.22219552, 1903.80, 0.11995852, 3571.60, 0.1013311, 5252.59, 0.11859332, 8582.51, 0.14344472, 10250.06, 0.08938392, 1903.80, 0.16644378, 3571.60, 0.1521273, 5252.59, 0.19589392, 8582.51, 0.23201545, 10250.06, 0.13585711, 1903.80, 0.20699139, 3571.60, 0.19197066, 5252.59, 0.36332394, 8582.51, 0.39303208, 10250.06, 0.20585156, 
1904.00, 0.31558565, 3571.80, 0.28705195, 5252.79, 0.229269, 6914.82, 0.25955668, 10250.26, 0.26202286, 1904.00, 0.12460302, 3571.80, 0.10041364, 5252.79, 0.09679374, 6914.82, 0.11206605, 10250.26, 0.09088903, 1904.00, 0.19192809, 3571.80, 0.17293784, 5252.79, 0.13123517, 6914.82, 0.15795175, 10250.26, 0.15552659, 1904.00, 0.36300877, 3571.80, 0.33650481, 5252.79, 0.1885684, 6914.82, 0.30057915, 10250.26, 0.30638204, 1904.00, 0.2584621, 3571.80, 0.23953443, 5252.79, 0.31880506, 8582.71, 0.35858342, 10250.26, 0.22203658, 1904.00, 0.12012034, 3571.80, 0.1011881, 5252.79, 0.11861615, 8582.71, 0.14334707, 10250.26, 0.08964658, 1904.00, 0.16671278, 3571.80, 0.15196312, 5252.79, 0.19570908, 8582.71, 0.23210312, 10250.26, 0.13599973, 1904.00, 0.20733725, 3571.80, 0.19188465, 5252.79, 0.36284094, 8582.71, 0.39292223, 10250.26, 0.20589608, 
1904.20, 0.3158326, 3572.00, 0.28715375, 5252.99, 0.22941533, 6915.02, 0.26013361, 10250.46, 0.26207459, 1904.20, 0.12378637, 3572.00, 0.1002836, 5252.99, 0.09709817, 6915.02, 0.11218205, 10250.46, 0.0906081, 1904.20, 0.19265779, 3572.00, 0.17375486, 5252.99, 0.13165495, 6915.02, 0.15841098, 10250.46, 0.15643151, 1904.20, 0.36371543, 3572.00, 0.33684354, 5252.99, 0.18892675, 6915.02, 0.30090193, 10250.46, 0.30721951, 1904.20, 0.25832872, 3572.00, 0.23950306, 5252.99, 0.31873708, 8582.91, 0.35843435, 10250.46, 0.22222293, 1904.20, 0.11979005, 3572.00, 0.1009163, 5252.99, 0.11827317, 8582.91, 0.14311882, 10250.46, 0.08972772, 1904.20, 0.16629684, 3572.00, 0.1518337, 5252.99, 0.19522593, 8582.91, 0.23191529, 10250.46, 0.13539216, 1904.20, 0.20734155, 3572.00, 0.19235285, 5252.99, 0.36310367, 8582.91, 0.39320219, 10250.46, 0.20613291, 
