t1A2c1, t1A2c1, t1A2c2, t1A2c2, t1A2c3, t1A2c3, t1A2c4, t1A2c4, t1A2c6, t1A2c6, t1B2c1, t1B2c1, t1B2c2, t1B2c2, t1B2c3, t1B2c3, t1B2c4, t1B2c4, t1B2c6, t1B2c6, t1C2c1, t1C2c1, t1C2c2, t1C2c2, t1C2c3, t1C2c3, t1C2c4, t1C2c4, t1C2c6, t1C2c6, t1D2c1, t1D2c1, t1D2c2, t1D2c2, t1D2c3, t1D2c3, t1D2c4, t1D2c4, t1D2c6, t1D2c6, t1E2c1, t1E2c1, t1E2c2, t1E2c2, t1E2c3, t1E2c3, t1E2c5, t1E2c5, t1E2c6, t1E2c6, t1F2c1, t1F2c1, t1F2c2, t1F2c2, t1F2c3, t1F2c3, t1F2c5, t1F2c5, t1F2c6, t1F2c6, t1G2c1, t1G2c1, t1G2c2, t1G2c2, t1G2c3, t1G2c3, t1G2c5, t1G2c5, t1G2c6, t1G2c6, t1H2c1, t1H2c1, t1H2c2, t1H2c2, t1H2c3, t1H2c3, t1H2c5, t1H2c5, t1H2c6, t1H2c6, 
Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, 
p1A6, TnIC, p1A6, TnIC, p1A7, TnIC, p1A8, TnIC, p1A6, TnIC, p1B6, TnIC, p1B6, TnIC, p1B7, TnIC, p1B8, TnIC, p1B6, TnIC, p1C6, TnIC, p1C6, TnIC, p1C7, TnIC, p1C8, TnIC, p1C6, TnIC, p1D6, TnIC, p1D6, TnIC, p1D7, TnIC, p1D8, TnIC, p1D6, TnIC, p1E6, TnIC, p1E6, TnIC, p1E7, TnIC, p1E9, TnIC, p1E6, TnIC, p1F6, TnIC, p1F6, TnIC, p1F7, TnIC, p1F9, TnIC, p1F6, TnIC, p1G6, TnIC, p1G6, TnIC, p1G7, TnIC, p1G9, TnIC, p1G6, TnIC, p1H6, TnIC, p1H6, TnIC, p1H7, TnIC, p1H9, TnIC, p1H6, TnIC, 
X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, 
1895.20, 0.31415117, 3563.00, 0.28694084, 5243.99, 0.23012666, 6906.02, 0.25951458, 10241.46, 0.26084405, 1895.20, 0.12631926, 3563.00, 0.1023973, 5243.99, 0.09800178, 6906.02, 0.11294444, 10241.46, 0.09219246, 1895.20, 0.19332656, 3563.00, 0.17372058, 5243.99, 0.13048905, 6906.02, 0.15723368, 10241.46, 0.15603373, 1895.20, 0.36313055, 3563.00, 0.33637521, 5243.99, 0.18865739, 6906.02, 0.30206085, 10241.46, 0.30630093, 1895.20, 0.25939142, 3563.00, 0.23930373, 5243.99, 0.32160878, 8573.91, 0.35798314, 10241.46, 0.2240483, 1895.20, 0.12064656, 3563.00, 0.10005411, 5243.99, 0.11869513, 8573.91, 0.14274831, 10241.46, 0.08874334, 1895.20, 0.16532066, 3563.00, 0.15226404, 5243.99, 0.19616652, 8573.91, 0.22917401, 10241.46, 0.13516668, 1895.20, 0.20498651, 3563.00, 0.19482954, 5243.99, 0.36356383, 8573.91, 0.39432084, 10241.46, 0.20426514, 
1895.40, 0.31399048, 3563.20, 0.28717242, 5244.19, 0.22979677, 6906.22, 0.25977313, 10241.66, 0.26114094, 1895.40, 0.12593446, 3563.20, 0.10139393, 5244.19, 0.09720081, 6906.22, 0.11255019, 10241.66, 0.09201636, 1895.40, 0.19329319, 3563.20, 0.17352213, 5244.19, 0.1300382, 6906.22, 0.15730529, 10241.66, 0.15624347, 1895.40, 0.36304117, 3563.20, 0.33647972, 5244.19, 0.18836587, 6906.22, 0.30190109, 10241.66, 0.3061892, 1895.40, 0.25933179, 3563.20, 0.2393567, 5244.19, 0.32165123, 8574.11, 0.35849352, 10241.66, 0.22408439, 1895.40, 0.12051286, 3563.20, 0.10034038, 5244.19, 0.11897738, 8574.11, 0.14299613, 10241.66, 0.0891531, 1895.40, 0.16564808, 3563.20, 0.15293115, 5244.19, 0.19613549, 8574.11, 0.22926125, 10241.66, 0.1354444, 1895.40, 0.20474577, 3563.20, 0.19493973, 5244.19, 0.36344625, 8574.11, 0.39433242, 10241.66, 0.20454281, 
1895.60, 0.31396266, 3563.40, 0.28687648, 5244.39, 0.22947745, 6906.42, 0.25981293, 10241.86, 0.26091979, 1895.60, 0.12500084, 3563.40, 0.10100445, 5244.39, 0.09699098, 6906.42, 0.11245393, 10241.86, 0.09154867, 1895.60, 0.19309845, 3563.40, 0.17331872, 5244.39, 0.13007723, 6906.42, 0.15738957, 10241.86, 0.15630319, 1895.60, 0.36357764, 3563.40, 0.33689386, 5244.39, 0.1891555, 6906.42, 0.30249026, 10241.86, 0.30661263, 1895.60, 0.25927371, 3563.40, 0.23936475, 5244.39, 0.32167025, 8574.31, 0.35865688, 10241.86, 0.22412604, 1895.60, 0.11989392, 3563.40, 0.10049495, 5244.39, 0.11932244, 8574.31, 0.1429551, 10241.86, 0.0893082, 1895.60, 0.16536176, 3563.40, 0.15274433, 5244.39, 0.19561486, 8574.31, 0.22881881, 10241.86, 0.13502481, 1895.60, 0.20541788, 3563.40, 0.19397763, 5244.39, 0.36299063, 8574.31, 0.39422919, 10241.86, 0.20392718, 
1895.80, 0.3138482, 3563.60, 0.28651694, 5244.59, 0.22876058, 6906.62, 0.25981042, 10242.06, 0.26065875, 1895.80, 0.1247468, 3563.60, 0.10101044, 5244.59, 0.09670804, 6906.62, 0.11288176, 10242.06, 0.09119971, 1895.80, 0.19310608, 3563.60, 0.1731273, 5244.59, 0.13032481, 6906.62, 0.15759207, 10242.06, 0.15639082, 1895.80, 0.36346506, 3563.60, 0.33685048, 5244.59, 0.18932905, 6906.62, 0.30291171, 10242.06, 0.30677011, 1895.80, 0.25949199, 3563.60, 0.23960897, 5244.59, 0.32171694, 8574.51, 0.3590619, 10242.06, 0.22442247, 1895.80, 0.11989847, 3563.60, 0.10020743, 5244.59, 0.11905797, 8574.51, 0.14231691, 10242.06, 0.08912892, 1895.80, 0.16540389, 3563.60, 0.1528077, 5244.59, 0.19555128, 8574.51, 0.22871341, 10242.06, 0.13476628, 1895.80, 0.20537816, 3563.60, 0.1934095, 5244.59, 0.36267632, 8574.51, 0.39442213, 10242.06, 0.20354057, 
1896.00, 0.31414713, 3563.80, 0.28633351, 5244.79, 0.22828457, 6906.82, 0.25984103, 10242.26, 0.26060473, 1896.00, 0.12448234, 3563.80, 0.10068317, 5244.79, 0.09714358, 6906.82, 0.11313368, 10242.26, 0.09121794, 1896.00, 0.1922324, 3563.80, 0.17214699, 5244.79, 0.12955586, 6906.82, 0.15729601, 10242.26, 0.15549, 1896.00, 0.36359806, 3563.80, 0.33691108, 5244.79, 0.18914369, 6906.82, 0.30296395, 10242.26, 0.30627009, 1896.00, 0.25937967, 3563.80, 0.23982473, 5244.79, 0.32145828, 8574.71, 0.35920726, 10242.26, 0.2249096, 1896.00, 0.11954396, 3563.80, 0.10027212, 5244.79, 0.1185008, 8574.71, 0.1420774, 10242.26, 0.08897286, 1896.00, 0.16550876, 3563.80, 0.15283116, 5244.79, 0.19553943, 8574.71, 0.22878147, 10242.26, 0.13505481, 1896.00, 0.20617794, 3563.80, 0.19338749, 5244.79, 0.36328349, 8574.71, 0.3950773, 10242.26, 0.20357241, 
1896.20, 0.31410723, 3564.00, 0.28609434, 5244.99, 0.22792198, 6907.02, 0.25969067, 10242.46, 0.26063125, 1896.20, 0.12438067, 3564.00, 0.10095678, 5244.99, 0.0970876, 6907.02, 0.11280086, 10242.46, 0.09151138, 1896.20, 0.19207873, 3564.00, 0.17196373, 5244.99, 0.12927153, 6907.02, 0.15729291, 10242.46, 0.15555582, 1896.20, 0.36403777, 3564.00, 0.33737439, 5244.99, 0.18972777, 6907.02, 0.30374913, 10242.46, 0.30709062, 1896.20, 0.25940201, 3564.00, 0.2392823, 5244.99, 0.32080691, 8574.91, 0.35881937, 10242.46, 0.22485513, 1896.20, 0.1193654, 3564.00, 0.10000629, 5244.99, 0.11832478, 8574.91, 0.14207129, 10242.46, 0.08894074, 1896.20, 0.16564694, 3564.00, 0.153717, 5244.99, 0.19600997, 8574.91, 0.22897404, 10242.46, 0.13544231, 1896.20, 0.20586757, 3564.00, 0.19295356, 5244.99, 0.36247874, 8574.91, 0.39427614, 10242.46, 0.20326894, 
1896.40, 0.31406573, 3564.20, 0.28572394, 5245.19, 0.22776439, 6907.22, 0.25917934, 10242.66, 0.26064195, 1896.40, 0.12399307, 3564.20, 0.1005125, 5245.19, 0.09699509, 6907.22, 0.11273844, 10242.66, 0.09147961, 1896.40, 0.19190384, 3564.20, 0.17149718, 5245.19, 0.12897978, 6907.22, 0.15691189, 10242.66, 0.1554791, 1896.40, 0.36426591, 3564.20, 0.33708412, 5245.19, 0.1895844, 6907.22, 0.3040894, 10242.66, 0.30693768, 1896.40, 0.25896549, 3564.20, 0.23952164, 5245.19, 0.32017746, 8575.11, 0.35888526, 10242.66, 0.22471275, 1896.40, 0.1198597, 3564.20, 0.09995892, 5245.19, 0.11814688, 8575.11, 0.14201129, 10242.66, 0.08922767, 1896.40, 0.16530317, 3564.20, 0.15361076, 5245.19, 0.19601091, 8575.11, 0.22900873, 10242.66, 0.13522882, 1896.40, 0.20705058, 3564.20, 0.19304807, 5245.19, 0.36267359, 8575.11, 0.3941768, 10242.66, 0.20366173, 
1896.60, 0.31437114, 3564.40, 0.28557882, 5245.39, 0.22785257, 6907.42, 0.25919828, 10242.86, 0.26076526, 1896.60, 0.12372714, 3564.40, 0.10099775, 5245.39, 0.09733969, 6907.42, 0.11291401, 10242.86, 0.09143202, 1896.60, 0.19185966, 3564.40, 0.1714557, 5245.39, 0.12908683, 6907.42, 0.1568601, 10242.86, 0.15515796, 1896.60, 0.36420752, 3564.40, 0.33710593, 5245.39, 0.18890564, 6907.42, 0.30329004, 10242.86, 0.30640694, 1896.60, 0.25919358, 3564.40, 0.23965391, 5245.39, 0.32047931, 8575.31, 0.35920087, 10242.86, 0.22426257, 1896.60, 0.11966485, 3564.40, 0.09991742, 5245.39, 0.11788529, 8575.31, 0.14177504, 10242.86, 0.08919791, 1896.60, 0.16501098, 3564.40, 0.15333369, 5245.39, 0.19550297, 8575.31, 0.22873296, 10242.86, 0.13520604, 1896.60, 0.20733885, 3564.40, 0.19235955, 5245.39, 0.36297702, 8575.31, 0.39395773, 10242.86, 0.20338534, 
1896.80, 0.31385471, 3564.60, 0.28532778, 5245.59, 0.22790782, 6907.62, 0.25901374, 10243.06, 0.26074208, 1896.80, 0.1238371, 3564.60, 0.10121389, 5245.59, 0.09772642, 6907.62, 0.11279291, 10243.06, 0.09127703, 1896.80, 0.19171763, 3564.60, 0.17128012, 5245.59, 0.12941502, 6907.62, 0.15632891, 10243.06, 0.15486785, 1896.80, 0.3632521, 3564.60, 0.33682447, 5245.59, 0.18871781, 6907.62, 0.30285091, 10243.06, 0.30587543, 1896.80, 0.25910249, 3564.60, 0.2395176, 5245.59, 0.32073341, 8575.51, 0.3593214, 10243.06, 0.22428287, 1896.80, 0.12037359, 3564.60, 0.09983227, 5245.59, 0.11804197, 8575.51, 0.14168418, 10243.06, 0.08927914, 1896.80, 0.16521238, 3564.60, 0.15354213, 5245.59, 0.19573243, 8575.51, 0.22857638, 10243.06, 0.13548411, 1896.80, 0.20787524, 3564.60, 0.19225986, 5245.59, 0.36276881, 8575.51, 0.39388281, 10243.06, 0.20348683, 
1897.00, 0.31366313, 3564.80, 0.28496753, 5245.79, 0.22757798, 6907.82, 0.25871155, 10243.26, 0.26052219, 1897.00, 0.12367233, 3564.80, 0.10153616, 5245.79, 0.09724372, 6907.82, 0.11337093, 10243.26, 0.09081097, 1897.00, 0.19153965, 3564.80, 0.17144867, 5245.79, 0.12960573, 6907.82, 0.15584123, 10243.26, 0.15521062, 1897.00, 0.3630454, 3564.80, 0.3370982, 5245.79, 0.18857968, 6907.82, 0.30223293, 10243.26, 0.30554357, 1897.00, 0.2589002, 3564.80, 0.23950272, 5245.79, 0.32086238, 8575.71, 0.35980322, 10243.26, 0.22412739, 1897.00, 0.1206197, 3564.80, 0.09981023, 5245.79, 0.11791776, 8575.71, 0.14146245, 10243.26, 0.08917665, 1897.00, 0.16545642, 3564.80, 0.15331921, 5245.79, 0.19591742, 8575.71, 0.22868362, 10243.26, 0.13557655, 1897.00, 0.20826574, 3564.80, 0.1924235, 5245.79, 0.36318575, 8575.71, 0.39406761, 10243.26, 0.20385908, 
1897.20, 0.31351665, 3565.00, 0.28447645, 5245.99, 0.22771309, 6908.02, 0.25833338, 10243.46, 0.26059713, 1897.20, 0.12353323, 3565.00, 0.10180509, 5245.99, 0.09775978, 6908.02, 0.11394247, 10243.46, 0.09101559, 1897.20, 0.19140768, 3565.00, 0.17175623, 5245.99, 0.12979615, 6908.02, 0.15571691, 10243.46, 0.15499535, 1897.20, 0.36314427, 3565.00, 0.33681641, 5245.99, 0.18821539, 6908.02, 0.3016534, 10243.46, 0.30565632, 1897.20, 0.25896994, 3565.00, 0.2394286, 5245.99, 0.32087112, 8575.91, 0.35974806, 10243.46, 0.22402423, 1897.20, 0.12071543, 3565.00, 0.0998588, 5245.99, 0.11744216, 8575.91, 0.14186356, 10243.46, 0.0891934, 1897.20, 0.16517581, 3565.00, 0.15272672, 5245.99, 0.19544035, 8575.91, 0.22827403, 10243.46, 0.13518825, 1897.20, 0.20907591, 3565.00, 0.19273861, 5245.99, 0.36365234, 8575.91, 0.39423321, 10243.46, 0.20466306, 
1897.40, 0.31361791, 3565.20, 0.28435796, 5246.19, 0.22796512, 6908.22, 0.25800357, 10243.66, 0.26001595, 1897.40, 0.12345698, 3565.20, 0.10181839, 5246.19, 0.09776039, 6908.22, 0.11424215, 10243.66, 0.0916196, 1897.40, 0.19133356, 3565.20, 0.17166251, 5246.19, 0.12982602, 6908.22, 0.15550422, 10243.66, 0.15478239, 1897.40, 0.36297581, 3565.20, 0.33655062, 5246.19, 0.18763669, 6908.22, 0.30079489, 10243.66, 0.30502861, 1897.40, 0.25855548, 3565.20, 0.23960348, 5246.19, 0.32093964, 8576.11, 0.36005138, 10243.66, 0.22383803, 1897.40, 0.12085445, 3565.20, 0.10001562, 5246.19, 0.11725414, 8576.11, 0.14178413, 10243.66, 0.0892644, 1897.40, 0.1649936, 3565.20, 0.15170875, 5246.19, 0.19513433, 8576.11, 0.22815938, 10243.66, 0.13401452, 1897.40, 0.20910714, 3565.20, 0.19263462, 5246.19, 0.36363775, 8576.11, 0.39420793, 10243.66, 0.20488206, 
1897.60, 0.3134345, 3565.40, 0.28453244, 5246.39, 0.22846594, 6908.42, 0.25793262, 10243.86, 0.26005202, 1897.60, 0.12420901, 3565.40, 0.10171397, 5246.39, 0.09796269, 6908.42, 0.11452442, 10243.86, 0.09235483, 1897.60, 0.19052045, 3565.40, 0.17116188, 5246.39, 0.12953827, 6908.42, 0.15464286, 10243.86, 0.15433641, 1897.60, 0.36258155, 3565.40, 0.33664638, 5246.39, 0.18677657, 6908.42, 0.30063488, 10243.86, 0.30501451, 1897.60, 0.25744026, 3565.40, 0.23949292, 5246.39, 0.3207335, 8576.31, 0.3594148, 10243.86, 0.22330508, 1897.60, 0.12111148, 3565.40, 0.09987426, 5246.39, 0.11745364, 8576.31, 0.14198372, 10243.86, 0.08929724, 1897.60, 0.16489441, 3565.40, 0.151527, 5246.39, 0.19498633, 8576.31, 0.22812263, 10243.86, 0.13391143, 1897.60, 0.20953507, 3565.40, 0.19289644, 5246.39, 0.36371004, 8576.31, 0.39450426, 10243.86, 0.20481824, 
1897.80, 0.31384739, 3565.60, 0.28452318, 5246.59, 0.2285097, 6908.62, 0.25789173, 10244.06, 0.25975408, 1897.80, 0.12420427, 3565.60, 0.10202005, 5246.59, 0.09788763, 6908.62, 0.11450671, 10244.06, 0.09238364, 1897.80, 0.1911673, 3565.60, 0.17219896, 5246.59, 0.1300639, 6908.62, 0.15517248, 10244.06, 0.15481676, 1897.80, 0.36249592, 3565.60, 0.33633272, 5246.59, 0.18608033, 6908.62, 0.30026277, 10244.06, 0.30510888, 1897.80, 0.25712995, 3565.60, 0.238874, 5246.59, 0.32064073, 8576.51, 0.35905591, 10244.06, 0.22245079, 1897.80, 0.12051426, 3565.60, 0.09956333, 5246.59, 0.11736786, 8576.51, 0.14181281, 10244.06, 0.08893767, 1897.80, 0.1650003, 3565.60, 0.15078369, 5246.59, 0.19469067, 8576.51, 0.22805238, 10244.06, 0.13368342, 1897.80, 0.20979702, 3565.60, 0.19302357, 5246.59, 0.36364342, 8576.51, 0.39421329, 10244.06, 0.20453859, 
1898.00, 0.31381559, 3565.80, 0.28425093, 5246.79, 0.22861627, 6908.82, 0.25772033, 10244.26, 0.25989906, 1898.00, 0.12397512, 3565.80, 0.10128983, 5246.79, 0.0974293, 6908.82, 0.11413281, 10244.26, 0.0922907, 1898.00, 0.19159037, 3565.80, 0.1724462, 5246.79, 0.13057975, 6908.82, 0.15515785, 10244.26, 0.15490199, 1898.00, 0.36259369, 3565.80, 0.33650362, 5246.79, 0.1862371, 6908.82, 0.30037476, 10244.26, 0.30523259, 1898.00, 0.25725464, 3565.80, 0.23847551, 5246.79, 0.32055414, 8576.71, 0.35880818, 10244.26, 0.2223876, 1898.00, 0.12009317, 3565.80, 0.09951371, 5246.79, 0.11717762, 8576.71, 0.14142061, 10244.26, 0.08851445, 1898.00, 0.1652538, 3565.80, 0.15044366, 5246.79, 0.19423177, 8576.71, 0.22800892, 10244.26, 0.13347305, 1898.00, 0.20990653, 3565.80, 0.1934675, 5246.79, 0.36414949, 8576.71, 0.39444684, 10244.26, 0.20482339, 
1898.20, 0.31375283, 3566.00, 0.28406672, 5246.99, 0.22881439, 6909.02, 0.2573515, 10244.46, 0.25975171, 1898.20, 0.12469986, 3566.00, 0.10160258, 5246.99, 0.09764191, 6909.02, 0.11398483, 10244.46, 0.09269264, 1898.20, 0.19211289, 3566.00, 0.17274142, 5246.99, 0.13102837, 6909.02, 0.15567451, 10244.46, 0.15536003, 1898.20, 0.36265917, 3566.00, 0.33645032, 5246.99, 0.18641307, 6909.02, 0.30088567, 10244.46, 0.3054306, 1898.20, 0.25720629, 3566.00, 0.23833675, 5246.99, 0.32099299, 8576.91, 0.35880442, 10244.46, 0.22262426, 1898.20, 0.12027444, 3566.00, 0.09980356, 5246.99, 0.11772654, 8576.91, 0.14165696, 10244.46, 0.08868856, 1898.20, 0.16588264, 3566.00, 0.15091753, 5246.99, 0.19454424, 8576.91, 0.22850524, 10244.46, 0.1338686, 1898.20, 0.209591, 3566.00, 0.19372926, 5246.99, 0.36349486, 8576.91, 0.39404234, 10244.46, 0.20426278, 
1898.40, 0.31403235, 3566.20, 0.2841362, 5247.19, 0.2290809, 6909.22, 0.25714233, 10244.66, 0.25971305, 1898.40, 0.12443457, 3566.20, 0.10111398, 5247.19, 0.09714252, 6909.22, 0.1132121, 10244.66, 0.09227442, 1898.40, 0.19261781, 3566.20, 0.17331369, 5247.19, 0.13177999, 6909.22, 0.15635609, 10244.66, 0.15544991, 1898.40, 0.36296366, 3566.20, 0.33696898, 5247.19, 0.1866299, 6909.22, 0.30102321, 10244.66, 0.30583032, 1898.40, 0.25731393, 3566.20, 0.23797565, 5247.19, 0.32165685, 8577.11, 0.35882108, 10244.66, 0.22269391, 1898.40, 0.1203305, 3566.20, 0.09990262, 5247.19, 0.11822479, 8577.11, 0.14228009, 10244.66, 0.08890973, 1898.40, 0.16598147, 3566.20, 0.15080876, 5247.19, 0.19420202, 8577.11, 0.22851468, 10244.66, 0.1337948, 1898.40, 0.20844299, 3566.20, 0.19341859, 5247.19, 0.36292761, 8577.11, 0.39392199, 10244.66, 0.20308717, 
1898.60, 0.31430763, 3566.40, 0.28435301, 5247.39, 0.22916629, 6909.42, 0.25721203, 10244.86, 0.25966537, 1898.60, 0.12461763, 3566.40, 0.10069596, 5247.39, 0.09711406, 6909.42, 0.11257173, 10244.86, 0.09151066, 1898.60, 0.19252534, 3566.40, 0.17299868, 5247.39, 0.13178576, 6909.42, 0.15583899, 10244.86, 0.1552333, 1898.60, 0.36272544, 3566.40, 0.33673307, 5247.39, 0.18697253, 6909.42, 0.30111665, 10244.86, 0.30605751, 1898.60, 0.25772667, 3566.40, 0.23801671, 5247.39, 0.32180308, 8577.31, 0.35931903, 10244.86, 0.22307346, 1898.60, 0.1204974, 3566.40, 0.09970746, 5247.39, 0.11862092, 8577.31, 0.14274812, 10244.86, 0.08883624, 1898.60, 0.1655435, 3566.40, 0.15022697, 5247.39, 0.19401587, 8577.31, 0.22854847, 10244.86, 0.13333611, 1898.60, 0.20753506, 3566.40, 0.19354788, 5247.39, 0.36275398, 8577.31, 0.39364395, 10244.86, 0.20308903, 
1898.80, 0.31495458, 3566.60, 0.28470354, 5247.59, 0.22942836, 6909.62, 0.25767346, 10245.06, 0.26015924, 1898.80, 0.12432421, 3566.60, 0.10012289, 5247.59, 0.09606785, 6909.62, 0.11158851, 10245.06, 0.09040854, 1898.80, 0.19229559, 3566.60, 0.17250677, 5247.59, 0.13160381, 6909.62, 0.15579678, 10245.06, 0.15526365, 1898.80, 0.36308522, 3566.60, 0.33707558, 5247.59, 0.18789489, 6909.62, 0.3012092, 10245.06, 0.30655051, 1898.80, 0.25756719, 3566.60, 0.23774012, 5247.59, 0.32124935, 8577.51, 0.35929041, 10245.06, 0.22304116, 1898.80, 0.12047523, 3566.60, 0.10017662, 5247.59, 0.11902933, 8577.51, 0.14297892, 10245.06, 0.08893295, 1898.80, 0.16555363, 3566.60, 0.15043259, 5247.59, 0.19421985, 8577.51, 0.22904863, 10245.06, 0.13372744, 1898.80, 0.20638941, 3566.60, 0.19374953, 5247.59, 0.36254115, 8577.51, 0.39375341, 10245.06, 0.20286228, 
1899.00, 0.31479819, 3566.80, 0.28458021, 5247.79, 0.22874487, 6909.82, 0.25790826, 10245.26, 0.26027458, 1899.00, 0.12452512, 3566.80, 0.09985249, 5247.79, 0.09583894, 6909.82, 0.11138923, 10245.26, 0.09012072, 1899.00, 0.19196453, 3566.80, 0.17265065, 5247.79, 0.13135386, 6909.82, 0.15599724, 10245.26, 0.15506336, 1899.00, 0.3625004, 3566.80, 0.33596818, 5247.79, 0.18805923, 6909.82, 0.30072998, 10245.26, 0.30580416, 1899.00, 0.25701147, 3566.80, 0.23755976, 5247.79, 0.32142397, 8577.71, 0.35966282, 10245.26, 0.22299231, 1899.00, 0.12023479, 3566.80, 0.10003408, 5247.79, 0.11891321, 8577.71, 0.14296892, 10245.26, 0.08903415, 1899.00, 0.16609196, 3566.80, 0.15138902, 5247.79, 0.19516872, 8577.71, 0.22958109, 10245.26, 0.1342218, 1899.00, 0.2059096, 3566.80, 0.19348858, 5247.79, 0.36197936, 8577.71, 0.39348544, 10245.26, 0.20259111, 
1899.20, 0.31460015, 3567.00, 0.28450239, 5247.99, 0.22845658, 6910.02, 0.25788318, 10245.46, 0.25990787, 1899.20, 0.12500432, 3567.00, 0.09993399, 5247.99, 0.09628587, 6910.02, 0.11137638, 10245.46, 0.09011129, 1899.20, 0.19207684, 3567.00, 0.17245255, 5247.99, 0.1312936, 6910.02, 0.15662827, 10245.46, 0.15513309, 1899.20, 0.36277389, 3567.00, 0.3357978, 5247.99, 0.18886326, 6910.02, 0.30119148, 10245.46, 0.30577788, 1899.20, 0.25734995, 3567.00, 0.23742305, 5247.99, 0.32143874, 8577.91, 0.35991731, 10245.46, 0.22310295, 1899.20, 0.12022895, 3567.00, 0.10022798, 5247.99, 0.11926289, 8577.91, 0.14317639, 10245.46, 0.08895243, 1899.20, 0.16614882, 3567.00, 0.15188269, 5247.99, 0.19555746, 8577.91, 0.23015921, 10245.46, 0.13443744, 1899.20, 0.20526393, 3567.00, 0.19352199, 5247.99, 0.36212302, 8577.91, 0.39320357, 10245.46, 0.20278156, 
1899.40, 0.31431773, 3567.20, 0.28439868, 5248.19, 0.22861142, 6910.22, 0.25753936, 10245.66, 0.26031572, 1899.40, 0.12474253, 3567.20, 0.09952214, 5248.19, 0.09558135, 6910.22, 0.11104976, 10245.66, 0.09045219, 1899.40, 0.19211207, 3567.20, 0.1723344, 5248.19, 0.13075818, 6910.22, 0.15657228, 10245.66, 0.15499549, 1899.40, 0.36272148, 3567.20, 0.33537467, 5248.19, 0.18921482, 6910.22, 0.30097347, 10245.66, 0.30526883, 1899.40, 0.25735773, 3567.20, 0.23705452, 5248.19, 0.32104064, 8578.11, 0.36016963, 10245.66, 0.22274775, 1899.40, 0.12004525, 3567.20, 0.10005617, 5248.19, 0.11935921, 8578.11, 0.14318744, 10245.66, 0.08898164, 1899.40, 0.16611586, 3567.20, 0.1519853, 5248.19, 0.19515504, 8578.11, 0.23037483, 10245.66, 0.13436178, 1899.40, 0.20547126, 3567.20, 0.19355849, 5248.19, 0.36231394, 8578.11, 0.39315694, 10245.66, 0.20277866, 
1899.60, 0.31414456, 3567.40, 0.28412996, 5248.39, 0.22818674, 6910.42, 0.25752632, 10245.86, 0.26017656, 1899.60, 0.12424513, 3567.40, 0.0992653, 5248.39, 0.09509942, 6910.42, 0.1105953, 10245.86, 0.09010428, 1899.60, 0.19197179, 3567.40, 0.17212131, 5248.39, 0.13049078, 6910.42, 0.1568782, 10245.86, 0.15479874, 1899.60, 0.36272874, 3567.40, 0.33504064, 5248.39, 0.18964327, 6910.42, 0.30089423, 10245.86, 0.30468817, 1899.60, 0.25754488, 3567.40, 0.23703336, 5248.39, 0.32101549, 8578.31, 0.36047306, 10245.86, 0.22303141, 1899.60, 0.1201807, 3567.40, 0.09989125, 5248.39, 0.11943834, 8578.31, 0.14311548, 10245.86, 0.08909083, 1899.60, 0.1658521, 3567.40, 0.15220361, 5248.39, 0.1948906, 8578.31, 0.23017437, 10245.86, 0.13449812, 1899.60, 0.20532992, 3567.40, 0.19317542, 5248.39, 0.3623091, 8578.31, 0.39292622, 10245.86, 0.20256969, 
